system:index,elevation,latitude,longitude,.geo
0,327,41.398275142983906,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.398275142983906]}"
1,339,41.398275142983906,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.398275142983906]}"
2,290,41.398275142983906,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.398275142983906]}"
3,180,41.398275142983906,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.398275142983906]}"
4,135,41.398275142983906,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.398275142983906]}"
5,107,41.398275142983906,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.398275142983906]}"
6,83,41.398275142983906,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.398275142983906]}"
7,55,41.398275142983906,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.398275142983906]}"
8,10,41.398275142983906,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.398275142983906]}"
9,8,41.398275142983906,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.398275142983906]}"
10,8,41.398275142983906,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.398275142983906]}"
11,0,41.398275142983906,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.398275142983906]}"
12,1,41.398275142983906,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.398275142983906]}"
13,4,41.398275142983906,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.398275142983906]}"
14,61,41.398275142983906,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.398275142983906]}"
15,90,41.398275142983906,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.398275142983906]}"
16,149,41.398275142983906,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.398275142983906]}"
17,131,41.398275142983906,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.398275142983906]}"
18,176,41.398275142983906,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.398275142983906]}"
19,194,41.398275142983906,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.398275142983906]}"
20,247,41.398275142983906,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.398275142983906]}"
21,258,41.398275142983906,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.398275142983906]}"
22,288,41.3937835665633,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.39378356656331]}"
23,281,41.3937835665633,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.39378356656331]}"
24,209,41.3937835665633,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.3937835665633]}"
25,199,41.3937835665633,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.39378356656331]}"
26,218,41.3937835665633,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.39378356656331]}"
27,190,41.3937835665633,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.39378356656331]}"
28,173,41.3937835665633,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.39378356656331]}"
29,114,41.3937835665633,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.39378356656331]}"
30,74,41.3937835665633,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.39378356656331]}"
31,52,41.3937835665633,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.39378356656331]}"
32,38,41.3937835665633,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.39378356656331]}"
33,0,41.3937835665633,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.3937835665633]}"
34,2,41.3937835665633,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.39378356656331]}"
35,15,41.3937835665633,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.39378356656331]}"
36,65,41.3937835665633,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.39378356656331]}"
37,95,41.3937835665633,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.39378356656331]}"
38,128,41.3937835665633,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.39378356656331]}"
39,141,41.3937835665633,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.39378356656331]}"
40,177,41.3937835665633,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.39378356656331]}"
41,181,41.3937835665633,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.39378356656331]}"
42,230,41.3937835665633,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.39378356656331]}"
43,234,41.3937835665633,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.39378356656331]}"
44,261,41.38929199014271,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.38929199014271]}"
45,201,41.38929199014271,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.38929199014271]}"
46,227,41.38929199014271,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.38929199014271]}"
47,267,41.38929199014271,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.38929199014271]}"
48,278,41.38929199014271,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.38929199014271]}"
49,228,41.38929199014271,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.38929199014271]}"
50,212,41.38929199014271,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.38929199014271]}"
51,143,41.38929199014271,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.38929199014271]}"
52,113,41.38929199014271,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.38929199014271]}"
53,77,41.38929199014271,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.3892919901427]}"
54,11,41.38929199014271,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.38929199014271]}"
55,1,41.38929199014271,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.38929199014271]}"
56,30,41.38929199014271,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.38929199014271]}"
57,44,41.38929199014271,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.38929199014271]}"
58,64,41.38929199014271,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.3892919901427]}"
59,87,41.38929199014271,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.38929199014271]}"
60,126,41.38929199014271,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.38929199014271]}"
61,134,41.38929199014271,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.38929199014271]}"
62,166,41.38929199014271,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.3892919901427]}"
63,170,41.38929199014271,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.3892919901427]}"
64,194,41.38929199014271,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.38929199014271]}"
65,222,41.38929199014271,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.38929199014271]}"
66,207,41.38480041372211,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.38480041372211]}"
67,194,41.38480041372211,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.38480041372211]}"
68,224,41.38480041372211,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.38480041372211]}"
69,269,41.38480041372211,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.38480041372211]}"
70,228,41.38480041372211,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.38480041372211]}"
71,221,41.38480041372211,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.38480041372211]}"
72,217,41.38480041372211,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.38480041372211]}"
73,149,41.38480041372211,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.38480041372211]}"
74,100,41.38480041372211,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.38480041372211]}"
75,65,41.38480041372211,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.38480041372211]}"
76,0,41.38480041372211,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.38480041372211]}"
77,3,41.38480041372211,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.38480041372211]}"
78,39,41.38480041372211,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.38480041372211]}"
79,63,41.38480041372211,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.38480041372211]}"
80,70,41.38480041372211,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.38480041372211]}"
81,86,41.38480041372211,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.38480041372212]}"
82,126,41.38480041372211,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.38480041372211]}"
83,137,41.38480041372211,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.38480041372211]}"
84,167,41.38480041372211,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.38480041372211]}"
85,186,41.38480041372211,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.38480041372211]}"
86,206,41.38480041372211,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.38480041372212]}"
87,228,41.38480041372211,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.38480041372212]}"
88,233,41.38030883730151,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.380308837301506]}"
89,205,41.38030883730151,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.38030883730152]}"
90,195,41.38030883730151,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.380308837301506]}"
91,214,41.38030883730151,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.38030883730151]}"
92,204,41.38030883730151,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.38030883730151]}"
93,233,41.38030883730151,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.38030883730151]}"
94,223,41.38030883730151,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.380308837301506]}"
95,151,41.38030883730151,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.38030883730151]}"
96,63,41.38030883730151,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.38030883730152]}"
97,19,41.38030883730151,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.380308837301506]}"
98,0,41.38030883730151,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.38030883730151]}"
99,4,41.38030883730151,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.38030883730152]}"
100,48,41.38030883730151,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.38030883730151]}"
101,60,41.38030883730151,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.38030883730151]}"
102,71,41.38030883730151,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.380308837301506]}"
103,110,41.38030883730151,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.38030883730152]}"
104,174,41.38030883730151,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.380308837301506]}"
105,156,41.38030883730151,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.38030883730152]}"
106,175,41.38030883730151,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.38030883730151]}"
107,197,41.38030883730151,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.380308837301506]}"
108,213,41.38030883730151,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.38030883730151]}"
109,235,41.38030883730151,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.38030883730152]}"
110,256,41.375817260880915,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.375817260880915]}"
111,294,41.375817260880915,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.375817260880915]}"
112,273,41.375817260880915,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.37581726088091]}"
113,225,41.375817260880915,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.375817260880915]}"
114,174,41.375817260880915,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.37581726088091]}"
115,154,41.375817260880915,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.375817260880915]}"
116,146,41.375817260880915,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.375817260880915]}"
117,77,41.375817260880915,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.375817260880915]}"
118,46,41.375817260880915,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.37581726088091]}"
119,1,41.375817260880915,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.37581726088091]}"
120,4,41.375817260880915,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.375817260880915]}"
121,22,41.375817260880915,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.375817260880915]}"
122,51,41.375817260880915,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.375817260880915]}"
123,59,41.375817260880915,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.37581726088091]}"
124,88,41.375817260880915,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.37581726088091]}"
125,160,41.375817260880915,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.375817260880915]}"
126,223,41.375817260880915,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.375817260880915]}"
127,195,41.375817260880915,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.375817260880915]}"
128,198,41.375817260880915,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.37581726088091]}"
129,208,41.375817260880915,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.37581726088091]}"
130,225,41.375817260880915,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.375817260880915]}"
131,272,41.375817260880915,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.375817260880915]}"
132,307,41.37132568446032,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.37132568446031]}"
133,291,41.37132568446032,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.37132568446032]}"
134,290,41.37132568446032,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.37132568446032]}"
135,277,41.37132568446032,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.371325684460324]}"
136,268,41.37132568446032,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.37132568446032]}"
137,165,41.37132568446032,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.37132568446032]}"
138,90,41.37132568446032,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.371325684460324]}"
139,61,41.37132568446032,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.371325684460324]}"
140,37,41.37132568446032,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.37132568446032]}"
141,0,41.37132568446032,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.37132568446032]}"
142,16,41.37132568446032,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.371325684460324]}"
143,45,41.37132568446032,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.371325684460324]}"
144,52,41.37132568446032,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.371325684460324]}"
145,98,41.37132568446032,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.37132568446031]}"
146,152,41.37132568446032,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.37132568446032]}"
147,139,41.37132568446032,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.37132568446032]}"
148,195,41.37132568446032,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.37132568446031]}"
149,234,41.37132568446032,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.371325684460324]}"
150,223,41.37132568446032,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.37132568446032]}"
151,205,41.37132568446032,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.37132568446032]}"
152,257,41.37132568446032,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.371325684460324]}"
153,264,41.37132568446032,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.371325684460324]}"
154,319,41.36683410803972,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.366834108039725]}"
155,328,41.36683410803972,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.36683410803971]}"
156,322,41.36683410803972,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.36683410803971]}"
157,324,41.36683410803972,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.366834108039725]}"
158,243,41.36683410803972,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.36683410803971]}"
159,158,41.36683410803972,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.36683410803971]}"
160,79,41.36683410803972,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.36683410803971]}"
